P. Atmosphere Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Mean (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,Habitable
metals-rich,19.11,2.32,1.53,3.55,2.87,832.4,880.9,880.9,880.9,29.3,13.09,0.11,0,0.11,G,1.01,1.19,5740,1.379213,,,-2.29,-0.12,0.19,0.3,0,0
metals-rich,5.66,3.07,0.2,0.6,1.36,590.7,,,,1.1,67.84,0.356,0,0.36,G,0.99,1.85,5877,3.663161,-0.106,,-2.11,2.56,-0.65,0.23,,0
metals-rich,20.8,2.36,1.58,3.72,2.97,751.6,800.6,800.6,800.6,32.8,20.68,0.154,0,0.15,G,0.89,1.3,5867,1.796557,-0.401,,-2.25,-0.12,0.36,0.3,0,0
metals-rich,19.94,2.34,1.55,3.64,2.92,830.7,879.3,879.3,879.3,31,24.31,0.172,0,0.17,G,1.1,1.74,5923,3.343146,-0.106,,-2.3,-0.12,0.23,0.3,0,0
metals-rich,16.81,2.25,1.47,3.32,2.73,922.7,970.4,970.4,970.4,24.8,15.17,0.128,0,0.13,F,1.13,1.47,6175,2.818853,-0.053,,-2.34,-0.12,0.01,0.3,0,0
metals-rich,3.82,2.71,0.19,0.52,1.19,666.7,,,,0.7,25.76,0.179,0,0.18,F,1.05,1.07,6184,1.502226,-0.051,,-2.2,2.45,-0.84,0.23,,0
hydrogen-rich,1033.31,9.88,1.07,10.59,10.23,386.1,,,,1107.6,125.63,0.4937,0.17,0.49,G2V,1.01,1.12,5820,1.295888,-0.01,1,-1.63,6.51,8.29,0.09,,0
hydrogen-rich,9.22,1.94,1.25,2.44,2.18,51.7,96.2,96.2,96.2,11.6,,0.92,0,0.92,M,0.11,0.09,3840,0.001435,,,36.18,-0.14,4.12,0.03,0,0
metals-rich,10.56,3.76,0.2,0.75,1.68,928.2,,,,2.1,9.64,0.0909,0.17,0.09,G3 IV-V,1.08,1.25,5700,1.468006,0.28,6.41,-2.32,2.84,-0.67,0.21,,0
hydrogen-rich,12.72,4,0.2,0.8,1.78,74.6,,,,2.5,3300,2.8,0,2.8,,0.49,,,0.057648,,,20.26,2.94,2.26,0.05,,0
hydrogen-rich,604.09,11.21,0.43,4.81,7.34,159.4,,,,259.4,416,0.92,0,0.92,sdB+M,0.6,,,0.1296,,,2.51,7.35,9.51,0.08,,0
metals-rich,13.1,4.04,0.2,0.8,1.8,1128.3,,,,2.6,5.76,0.0641,0.04,0.06,G1V,1.06,1.21,5911,1.581221,0.08,4.3,-2.38,2.96,-0.69,0.21,,0
hydrogen-rich,149.43,8.7,0.23,1.97,4.14,138.2,,,,33.9,1684,2.69,0.18,2.65,G9V,0.92,0.91,5400,0.631753,0.13,4.8,3.88,5.44,5.05,0.11,,0
metals-rich,12.72,4,0.2,0.8,1.78,1045.8,,,,2.5,5.89,0.0638,0.3,0.06,G1.5V,1,1.03,5940,1.182737,,,-2.37,2.94,-0.68,0.21,,0
hydrogen-rich,1939.43,11.68,1.22,14.21,12.88,167.4,,,,2359,851.8,1.76,0.4,1.61,G1-1.5V,1,0.79,5737,0.602327,-0.18,0.101,1.78,9.56,17.01,0.05,,0
hydrogen-rich,2181.07,11.67,1.37,16,13.67,164.2,,,,2989.6,1001.7,1.94,0.53,1.65,G2/G3,0.96,0.86,5700,0.700465,-0.16,4.18,1.7,9.92,17.89,0.05,,0
metals-rich,34.66,5.59,0.2,1.11,2.49,581,,,,6.9,17.04,0.1232,0.25,0.12,K2V,0.83,0.96,4740,0.417394,0.36,4,-2.06,3.72,0.25,0.19,,0
hydrogen-rich,1875.85,11.68,1.18,13.74,12.67,376,,,,2206.3,778.1,2.01,0.21,1.96,K,1.95,6.3,4830,19.380255,0.3,1.6,-1.6,9.47,10.81,0.06,,0
hydrogen-rich,1112.79,11.62,0.71,8.24,9.78,133.8,,,,788.4,1129,2,0.85,1.05,K2V,0.84,0.79,5122,0.385392,0.04,4.9,1.85,8.3,11.8,0.06,,0
metals-rich,24.16,4.95,0.2,0.98,2.21,684.9,,,,4.8,30.93,0.196,0.15,0.19,G5V,1.05,1.42,5783,2.01736,0.1,7.3,-2.21,3.4,-0.1,0.2,,0
metals-rich,11.16,3.83,0.2,0.76,1.71,1336,,,,2.2,3.27,0.0444,0.4,0.04,G0V,1.09,1.18,5940,1.554643,,,-2.42,2.87,-0.85,0.21,,0
hydrogen-rich,2085.69,11.68,1.31,15.29,13.36,171.9,,,,2730.9,1008,1.922,0.13,1.9,G9V,0.93,0.99,5441,0.769358,0.1,6.36,1.68,9.78,17.92,0.05,,0
hydrogen-rich,476.91,10.92,0.37,4,6.61,408.1,,,,174.8,689,1.48,0.22,1.44,K0,0.93,4.8,5155,14.597787,-0.46,12,-1.72,7.02,4.55,0.1,,0
hydrogen-rich,3087.2,11.58,1.99,23.01,16.33,327.8,,,,6132.8,131.05,0.495,0.71,0.35,K0,0.93,0.99,5453,0.777969,0.14,4,-1.56,11.2,13.96,0.05,,0
hydrogen-rich,5466.34,11.13,3.96,44.13,22.16,179.3,,,,21670.9,1749.83,2.8373,0.21,2.77,G5,0.99,1.51,5591,1.998949,0.04,9.8,1.36,14.23,30.04,0.03,,0
hydrogen-rich,203.48,9.38,0.25,2.31,4.66,141.6,,,,50.2,962,1.76,0.28,1.69,K3IV,0.78,0.75,4962,0.301261,0.33,,3.23,5.86,5.74,0.1,,0
metals-rich,18.12,4.5,0.2,0.9,2.01,754.4,,,,3.6,17.1,0.128,0.01,0.13,G6 IV,1.04,1.2,5588,1.259731,0.24,12.11,-2.24,3.18,-0.32,0.2,,0
hydrogen-rich,775.77,11.43,0.52,5.94,8.24,159.6,,,,402.7,1383.4,2.55,0.27,2.46,G6 V,1.13,1.02,5750,1.020379,0.37,2.04,2.38,7.71,10.73,0.07,,0
hydrogen-rich,753.52,11.41,0.51,5.79,8.13,396.6,,,,382.2,360.2,1.19,0.13,1.18,K0III,1.7,3.65,5150,8.3521,0.01,,-1.67,7.67,6.14,0.09,,0
metals-rich,20.36,2.35,1.57,3.68,2.94,935.3,984.1,984.1,984.1,31.9,8.15,0.08,0,0.08,G,1.03,1.07,5800,1.162437,,,-2.33,-0.12,0.13,0.3,0,0
metals-rich,7.49,3.36,0.2,0.66,1.49,595,,,,1.5,8.99,0.081,0,0.08,K,0.75,0.7,4590,0.195136,0.34,,-2.05,2.67,-0.55,0.23,,0
metals-rich,18.84,4.56,0.2,0.91,2.03,494.4,,,,3.7,87.65,0.39,0,0.39,F,1.21,1.22,6340,2.157578,-0.08,,-1.96,3.21,0.04,0.21,,0
metals-rich,14.62,2.71,0.74,1.99,2.32,738.5,782.7,782.7,782.7,10.8,9.67,0.0854,0,0.09,K,0.89,0.89,5190,0.515631,,,-2.21,0.71,-0.08,0.3,0,0
metals-rich,4.8,2.91,0.19,0.57,1.28,659.1,,,,0.9,18.65,0.1367,0,0.14,G,0.98,0.89,5858,0.836888,,,-2.18,2.51,-0.76,0.23,,0
hydrogen-rich,178.05,2.46,11.9,29.33,8.5,1083.8,1150.5,1150.5,1150.5,2119.1,8.92,0.0869,0,0.09,G,1.1,1.5,5915,2.471106,,,-2.37,-0.92,3.26,0.19,0,0
metals-rich,4.24,2.8,0.19,0.54,1.23,702.7,,,,0.8,17.82,0.1352,0,0.14,GOV,1.04,0.97,5962,1.057821,0.012,1,-2.22,2.48,-0.83,0.23,,0
metals-rich,7.59,2.3,0.63,1.44,1.82,1146.5,1187.1,1187.1,1187.1,4.7,5.4,0.0617,0,0.06,G,1.08,1.24,5793,1.561156,0.12,6.3,-2.38,0.69,-0.69,0.28,0,0
metals-rich,29.61,5.3,0.2,1.05,2.36,464,,,,5.9,51.53,0.264,0,0.26,G,0.92,0.9,5700,0.767139,,,-1.88,3.58,0.39,0.2,,0
metals-rich,25.16,2.46,1.68,4.14,3.2,949.9,1000,1000,1000,42.3,5.9,0.063,0,0.06,G,0.92,0.9,5700,0.767139,-0.014,,-2.33,-0.11,0.27,0.3,0,0
metals-rich,19.94,2.34,1.55,3.64,2.92,992.1,1040.8,1040.8,1040.8,31,3.18,0.039,0,0.04,G,0.78,0.7,5311,0.349777,-0.38,,-2.32,-0.12,0.06,0.3,0,0
metals-rich,19.94,2.34,1.55,3.64,2.92,1164.7,1213.4,1213.4,1213.4,31,5.77,0.064,0,0.06,F,0.99,1.22,6050,1.789085,-0.202,,-2.4,-0.12,-0.08,0.29,0,0
metals-rich,4.4,2.83,0.19,0.55,1.25,669.6,,,,0.9,31.52,0.204,0,0.2,G,1.14,1.43,5736,1.986088,-0.16,,-2.19,2.49,-0.8,0.23,,0
metals-rich,4.18,2.79,0.19,0.54,1.22,737,,,,0.8,12.56,0.104,0,0.1,G,0.95,0.94,5560,0.757608,-0.136,,-2.23,2.47,-0.86,0.23,,0
metals-rich,5.59,3.06,0.2,0.6,1.35,644,,,,1.1,15.23,0.116,0,0.12,G,0.83,0.83,5460,0.549309,-0.102,,-2.15,2.56,-0.7,0.23,,0
metals-rich,4.51,2.86,0.19,0.55,1.26,702.1,,,,0.9,16.67,0.131,0,0.13,G,1.08,1.03,5679,0.990038,0.234,,-2.21,2.49,-0.81,0.23,,0
metals-rich,19.94,2.34,1.55,3.64,2.92,1019.7,1068.4,1068.4,1068.4,31,4.17,0.05,0,0.05,G,0.96,0.84,5642,0.641476,-0.151,,-2.34,-0.12,0.04,0.3,0,0
metals-rich,20.36,2.35,1.57,3.68,2.94,1266.1,1314.9,1314.9,1314.9,31.9,2.94,0.04,0,0.04,G,0.86,1.08,5526,0.975845,0.012,,-2.38,-0.12,-0.13,0.3,0,0
metals-rich,23.62,2.43,1.65,4,3.12,952.8,1002.5,1002.5,1002.5,38.9,8.01,0.074,0,0.07,F,0.78,0.95,6031,1.071259,-0.786,,-2.35,-0.11,0.22,0.3,0,0
metals-rich,3.15,2.55,0.19,0.48,1.11,829.3,,,,0.6,11.9,0.105,0,0.1,F,1.04,1.01,6064,1.237569,-0.023,,-2.3,2.41,-0.98,0.22,,0
metals-rich,4.62,2.88,0.19,0.56,1.27,687,,,,0.9,20.55,0.142,0,0.14,G,0.9,1.07,5676,1.066171,-0.188,,-2.2,2.5,-0.79,0.23,,0
metals-rich,21.7,2.39,1.6,3.81,3.02,920,969.2,969.2,969.2,34.7,11.39,0.106,0,0.11,F,1.23,1.15,6335,1.91105,-0.011,,-2.35,-0.12,0.19,0.3,0,0
metals-rich,3.28,2.59,0.19,0.49,1.13,749.2,,,,0.6,17.31,0.131,0,0.13,F,1,1.02,6089,1.28314,-0.298,,-2.26,2.42,-0.93,0.23,,0
metals-rich,4.34,2.82,0.19,0.55,1.24,658.4,,,,0.8,17.79,0.131,0,0.13,G,0.93,0.94,5574,0.765268,-0.14,,-2.17,2.48,-0.79,0.23,,0
metals-rich,5.85,3.1,0.2,0.61,1.37,616.6,,,,1.1,23.64,0.158,0,0.16,G,0.94,0.97,5644,0.856607,-0.157,,-2.13,2.57,-0.66,0.23,,0
metals-rich,25.16,2.46,1.68,4.14,3.2,1094.9,1144.9,1144.9,1144.9,42.3,5.37,0.061,0,0.06,G,0.98,1.11,5821,1.269189,-0.107,,-2.37,-0.11,0.14,0.3,0,0
metals-rich,3.06,2.53,0.19,0.48,1.1,834.3,,,,0.6,14.4,0.117,0,0.12,G,0.96,1.24,5812,1.574112,-0.213,,-2.29,2.4,-0.99,0.22,,0
metals-rich,3.92,2.73,0.19,0.52,1.2,685.3,,,,0.8,31.81,0.207,0,0.21,G,1.16,1.46,5852,2.242915,,,-2.21,2.46,-0.84,0.23,,0
metals-rich,19.94,2.34,1.55,3.64,2.92,1152.4,1201.1,1201.1,1201.1,31,4.82,0.057,0,0.06,G,0.94,1.2,5696,1.359979,-0.051,,-2.37,-0.12,-0.07,0.3,0,0
metals-rich,20.36,2.35,1.57,3.68,2.94,1072.6,1121.4,1121.4,1121.4,31.9,7.69,0.079,0,0.08,F,1.11,1.26,6091,1.960583,-0.183,,-2.38,-0.12,0.01,0.3,0,0
metals-rich,16.11,2.23,1.45,3.24,2.69,1431.9,1479.4,1479.4,1479.4,23.4,5.37,0.065,0,0.07,F,1.27,1.8,6171,4.215578,,,-2.43,-0.12,-0.36,0.29,0,0
metals-rich,3.92,2.73,0.19,0.52,1.2,709.7,,,,0.8,10.04,0.087,0,0.09,G,0.72,0.82,5243,0.455866,-0.413,,-2.19,2.46,-0.86,0.23,,0
metals-rich,15.34,4.26,0.2,0.85,1.9,510.5,,,,3.1,32.63,0.191,0,0.19,G,0.87,0.82,5588,0.588225,-0.291,,-1.98,3.06,-0.1,0.22,,0
metals-rich,21.7,2.39,1.6,3.81,3.02,894,943.2,943.2,943.2,34.7,6.16,0.069,0,0.07,G,1.43,0.9,5614,0.721879,0.143,,-2.31,-0.12,0.22,0.3,0,0
metals-rich,3.38,2.61,0.19,0.5,1.14,745.2,,,,0.6,8.2,0.075,0,0.07,K,0.84,0.85,5020,0.411664,0.103,,-2.2,2.42,-0.92,0.23,,0
metals-rich,24.64,2.45,1.67,4.09,3.17,848.5,898.4,898.4,898.4,41.1,5.72,0.062,0,0.06,G,0.89,0.84,5228,0.472923,0.241,,-2.27,-0.11,0.37,0.3,0,0
metals-rich,3.19,2.56,0.19,0.49,1.12,754.8,,,,0.6,7.49,0.071,0,0.07,K,0.8,0.8,5100,0.388464,-0.028,,-2.21,2.41,-0.94,0.23,,0
metals-rich,12.19,3.94,0.2,0.78,1.76,533.9,,,,2.4,20.48,0.14,0,0.14,K,0.88,0.79,5094,0.377988,0.21,,-2,2.92,-0.26,0.22,,0
metals-rich,25.7,2.48,1.69,4.19,3.22,1103.1,1153.3,1153.3,1153.3,43.6,5.84,0.064,0,0.06,G,1.02,1.3,5551,1.439665,0.061,,-2.36,-0.11,0.15,0.3,0,0
metals-rich,3.47,2.63,0.19,0.5,1.15,757.2,,,,0.7,17.03,0.127,0,0.13,G,1.03,1.1,5835,1.258458,-0.311,,-2.25,2.43,-0.92,0.23,,0
metals-rich,25.7,2.48,1.69,4.19,3.22,988.3,1038.5,1038.5,1038.5,43.6,6.62,0.071,0,0.07,G,0.99,1.03,5885,1.141695,0.106,,-2.35,-0.11,0.25,0.3,0,0
metals-rich,25.16,2.46,1.68,4.14,3.2,1022.8,1072.8,1072.8,1072.8,42.3,5.33,0.061,0,0.06,G,0.98,0.96,5847,0.966417,0.02,,-2.36,-0.11,0.2,0.3,0,0
metals-rich,19.94,2.34,1.55,3.64,2.92,1020.1,1068.8,1068.8,1068.8,31,10.3,0.098,0,0.1,F,1.24,1.38,6165,2.4682,0.184,,-2.37,-0.12,0.04,0.3,0,0
metals-rich,4.34,2.82,0.19,0.55,1.24,699.9,,,,0.8,14.65,0.117,0,0.12,G,0.98,0.9,5723,0.779596,0.012,,-2.21,2.48,-0.82,0.23,,0
no-atmosphere,3.06,2.53,0.19,0.48,1.1,886.3,,,,0.6,14.97,0.125,0,0.12,G,0.9,1.54,5727,2.28897,-0.112,,-2.31,2.4,-1.02,0.22,,0
metals-rich,3.1,2.54,0.19,0.48,1.11,782.7,,,,0.6,12.76,0.105,0,0.1,G,0.87,1,5752,0.982122,-0.171,,-2.27,2.41,-0.97,0.23,,0
metals-rich,24.12,2.44,1.66,4.05,3.14,1007.1,1056.9,1056.9,1056.9,40,13.73,0.117,0,0.12,G,1.1,1.74,5923,3.343146,-0.106,,-2.36,-0.11,0.19,0.3,0,0
metals-rich,22.64,2.41,1.62,3.9,3.07,1032.2,1081.6,1081.6,1081.6,36.7,8.97,0.088,0,0.09,G,1.04,1.43,5807,2.086264,-0.138,,-2.36,-0.12,0.12,0.3,0,0
no-atmosphere,0.05,0.4,0.74,0.3,0.35,942.4,896.2,962.1,1049.6,0,3.6,0.0418,0.16,0.04,K,0.76,0.75,5046,0.328938,-0.55,11.23,-2.28,-0.19,-1.51,0.27,0,0
hydrogen-rich,22.07,4.81,0.2,0.96,2.14,89.8,,,,4.4,,3.3,0,3.3,,0.64,,,0.167772,,,13.23,3.33,2.64,0.07,,0
hydrogen-rich,34.97,5.6,0.2,1.11,2.5,106.9,,,,7,,3.82,0,3.82,,0.82,,,0.452122,,,8.6,3.73,2.94,0.09,,0
hydrogen-rich,336.7,10.37,0.3,3.13,5.7,152.7,,,,101.6,3848.86,5.2456,0.01,5.25,F8 V,1.27,1.63,6212,3.55405,0.09,3.8,3.21,6.54,7.18,0.09,,0
hydrogen-rich,445.12,2.46,29.75,73.31,13.44,1359.1,1433.8,1433.8,1433.8,13244.2,0.38,0.0088,0,0.01,M0V,0.6,0.57,3830,0.062724,0.03,,-2.23,-0.92,5.32,0.15,0,0
metals-rich,25.12,5.02,0.2,1,2.24,709.9,,,,5,37.91,0.229,0.3,0.22,G5,1.12,2.18,5248,3.234284,0.17,9.56,-2.2,3.43,-0.13,0.2,,0
metals-rich,21.94,4.8,0.2,0.95,2.14,875.5,,,,4.4,17.24,0.14,0.2,0.14,G1V,1.18,1.58,5936,2.761089,0.19,4.3,-2.32,3.32,-0.34,0.2,,0
hydrogen-rich,543.68,11.09,0.4,4.42,7,155.1,,,,217,2482.7,3.86,0.23,3.76,G IV,1.27,1.38,5902,2.073218,0.23,6,2.78,7.2,9.05,0.08,,0
hydrogen-rich,333.84,10.36,0.3,3.11,5.68,426,,,,100.3,119.6,0.5,0.35,0.47,G0 V,1.2,1.25,6159,2.017208,0.21,4.88,-1.8,6.53,3.48,0.12,,0
hydrogen-rich,972.9,11.57,0.63,7.27,9.17,160.6,,,,611,1260,2.198,0.26,2.12,G5V,0.89,1.04,5317,0.775574,0.03,7.4,2.14,8.07,12.11,0.06,,0
metals-rich,66.77,6.9,0.2,1.4,3.11,537.4,,,,13.6,48.06,0.269,0.05,0.27,G5,1.12,1.19,5797,1.432962,0.314,5.6,-2.03,4.42,0.86,0.17,,0
hydrogen-rich,244.81,9.77,0.26,2.57,5.01,452.6,,,,64.3,68.27,0.33,0.12,0.33,GOV,1.01,1.02,5844,1.088757,0.1,,-1.86,6.11,2.81,0.13,,0
metals-rich,17.17,4.42,0.2,0.88,1.97,1076,,,,3.4,7.85,0.079,0.25,0.08,G5V,1.05,1.42,5783,2.01736,0.1,7.3,-2.37,3.14,-0.58,0.2,,0
metals-rich,18.44,4.53,0.2,0.9,2.02,1186,,,,3.7,4.15,0.05,0.27,0.05,G3V,1.1,1.05,5897,1.19617,0.24,2.1,-2.39,3.19,-0.61,0.2,,0
hydrogen-rich,991.97,11.58,0.64,7.4,9.26,161,,,,633.7,1057,2,0.15,1.98,G0V,0.95,0.76,5940,0.640976,0.29,,2.48,8.1,12.32,0.06,,0
hydrogen-rich,953.82,11.56,0.62,7.14,9.08,149.6,,,,588.8,2097,3.2,0.6,2.56,G6V,1.02,1.1,5940,1.344539,0.16,,2.45,8.04,11.68,0.06,,0
hydrogen-rich,1596.06,11.68,1,11.69,11.69,357.1,,,,1597.6,163.91,0.6,0.61,0.48,G3IV,1.06,1.27,5714,1.542617,0.26,9.28,-1.63,9.05,9.41,0.07,,0
hydrogen-rich,858.44,11.5,0.56,6.49,8.64,157.4,,,,484.3,606.4,1.13,0.24,1.1,K2V,0.8,0.55,5150,0.188611,-0.18,,2.27,7.87,11.46,0.07,,0
hydrogen-rich,699.47,11.35,0.48,5.43,7.85,408.1,,,,334.7,610,1.68,0.23,1.64,K0,1.56,6.1,4874,18.840464,0.14,3,-1.72,7.56,5.72,0.09,,0
hydrogen-rich,337.02,10.37,0.3,3.13,5.7,149.6,,,,101.8,2209,3.36,0.16,3.32,G3V,1.04,1.1,5940,1.351045,,,3.26,6.54,7.24,0.09,,0
hydrogen-rich,461.01,10.87,0.36,3.9,6.51,145.8,,,,165.5,3724.7,4.94,0.51,4.25,F9,1.16,1.59,5940,2.807968,0.09,4.4,2.98,6.97,8.22,0.08,,0
hydrogen-rich,343.38,10.41,0.3,3.17,5.74,436.6,,,,104.7,141.6,0.53,0.1,0.53,F8V,1.14,1.35,6208,2.428646,0.07,4.9,-1.8,6.57,3.58,0.12,,0
no-atmosphere,2.9,2.87,0.12,0.35,1.01,806.8,,,,0.4,13.03,0.106,0,0.11,G,0.95,1.1,5680,1.129974,0,8,-2.27,3.3,-1.04,0.19,,0
metals-rich,7.3,3.12,0.24,0.75,1.53,658.7,,,,1.8,22.69,0.159,0,0.16,G,0.95,1.1,5680,1.129974,0,8,-2.18,2.26,-0.58,0.24,,0
metals-rich,4.24,2.8,0.19,0.54,1.23,812.5,,,,0.8,12.33,0.106,0,0.11,G,1.03,1.07,5800,1.162437,,,-2.28,2.48,-0.9,0.22,,0
metals-rich,13.05,4.03,0.2,0.8,1.8,532.4,,,,2.6,15.33,0.118,0,0.12,G,0.65,0.59,5400,0.265564,0.41,,-2.01,2.96,-0.22,0.22,,0
metals-rich,4.8,2.91,0.19,0.57,1.28,749,,,,0.9,13.29,0.11,0,0.11,G,1,0.96,5750,0.903865,0,,-2.25,2.51,-0.82,0.22,,0
metals-rich,11.98,3.92,0.2,0.78,1.75,556.9,,,,2.4,29.33,0.18,0,0.18,G,0.99,0.95,5498,0.739871,0.18,,-2.06,2.91,-0.3,0.22,,0
no-atmosphere,0.02,0.32,0.72,0.23,0.27,661.8,678.4,678.4,678.4,0,13.37,0.1003,0,0.1,G,0.8,0.77,5417,0.458043,-0.32,6,-2.17,-0.2,-1.53,0.27,0,0
hydrogen-rich,657.23,11.29,0.46,5.16,7.63,158.3,,,,300.1,982,1.8594,0,1.86,K,0.89,0.89,5190,0.515631,,,2.34,7.47,9.99,0.07,,0
hydrogen-rich,441.94,2.8,20.13,56.37,12.56,868.8,941.7,941.7,941.7,8897,10.22,0.0906,0,0.09,G,0.95,1.03,5843,1.10945,,,-2.31,-0.6,6.51,0.13,0,0
hydrogen-rich,696.29,2.91,28.2,82.11,15.46,754.9,831.2,831.2,831.2,19633.8,15.57,0.12,0,0.12,G,0.95,1.03,5843,1.10945,,,-2.25,-0.39,9.15,0.1,0,0
hydrogen-rich,216.2,2.58,12.65,32.58,9.16,984.4,1052.3,1052.3,1052.3,2734.5,11.9,0.1053,0,0.11,G,1.1,1.5,5915,2.471106,,,-2.35,-0.83,3.92,0.18,0,0
metals-rich,27.01,2.58,1.58,4.07,3.24,1247.1,1297.1,1297.1,1297.1,42.7,5.86,0.068,0,0.07,B,1.25,1.41,6211,2.654447,0.17,2.9,-2.42,-0.01,0.04,0.29,0,0
metals-rich,9.05,3.57,0.2,0.71,1.59,577.1,,,,1.8,51.76,0.257,0,0.26,G,0.81,1.35,5711,1.739426,-0.777,,-2.09,2.76,-0.45,0.22,,0
no-atmosphere,3.33,2.6,0.19,0.49,1.13,983.2,,,,0.6,8.99,0.087,0,0.09,G,1,1.21,5979,1.678707,-0.081,,-2.35,2.42,-1.03,0.22,,0
metals-rich,4.92,2.93,0.19,0.57,1.29,789.2,,,,1,15.77,0.127,0,0.13,G,1.08,1.3,5594,1.484795,0.154,,-2.26,2.52,-0.84,0.22,,0
metals-rich,34.34,2.65,1.84,4.87,3.6,932.2,983.9,983.9,983.9,63,22.95,0.1707,0,0.17,F,1.26,1.98,6207,5.220922,-0.674,,-2.35,-0.07,0.55,0.29,0,0
metals-rich,14.86,4.21,0.2,0.84,1.88,539.1,,,,3,29.2,0.184,0,0.18,G,0.98,0.95,5381,0.678874,0.147,,-2.02,3.04,-0.17,0.21,,0
metals-rich,5.4,3.02,0.2,0.59,1.34,678.8,,,,1.1,19.45,0.137,0,0.14,G,0.91,0.96,5816,0.946084,-0.301,,-2.2,2.55,-0.74,0.22,,0
metals-rich,3.92,2.73,0.19,0.52,1.2,893.9,,,,0.8,10.95,0.097,0,0.1,G,1.11,1.15,5888,1.426122,-0.125,,-2.32,2.46,-0.96,0.22,,0
metals-rich,3.72,2.69,0.19,0.51,1.18,856.8,,,,0.7,13.19,0.116,0,0.12,F,1.2,1.11,6282,1.721582,-0.012,,-2.32,2.44,-0.95,0.22,,0
no-atmosphere,3.24,2.58,0.19,0.49,1.12,953.8,,,,0.6,9.83,0.096,0,0.1,F,1.14,1.15,6250,1.810529,0.077,,-2.36,2.42,-1.03,0.22,,0
no-atmosphere,3.62,2.67,0.19,0.51,1.16,971.7,,,,0.7,10.64,0.099,0,0.1,F,0.85,1.29,6105,2.074016,-0.345,,-2.36,2.44,-1.01,0.22,,0
metals-rich,3.92,2.73,0.19,0.52,1.2,809.3,,,,0.8,9.93,0.09,0,0.09,G,0.99,1.01,5479,0.824779,-0.153,,-2.26,2.46,-0.92,0.22,,0
no-atmosphere,3.19,2.56,0.19,0.49,1.12,1304,,,,0.6,3.16,0.043,0,0.04,G,0.98,1.11,5821,1.269189,-0.107,,-2.4,2.41,-1.13,0.22,,0
metals-rich,3.38,2.61,0.19,0.5,1.14,876.6,,,,0.6,15.66,0.13,0,0.13,F,1.2,1.35,6169,2.368189,-0.359,,-2.33,2.42,-0.99,0.22,,0
metals-rich,5.16,2.98,0.19,0.58,1.32,762.1,,,,1,14.79,0.116,0,0.12,G,0.95,1.02,5829,1.077622,-0.211,,-2.26,2.53,-0.81,0.22,,0
metals-rich,5.66,3.07,0.2,0.6,1.36,692.5,,,,1.1,13.23,0.115,0,0.12,G,1.43,0.9,5614,0.721879,0.143,,-2.2,2.56,-0.73,0.22,,0
metals-rich,4.02,2.76,0.19,0.53,1.21,979.6,,,,0.8,4.31,0.05,0,0.05,G,0.9,0.8,5554,0.546378,-0.191,,-2.33,2.46,-0.98,0.22,,0
no-atmosphere,3.38,2.61,0.19,0.5,1.14,1263.2,,,,0.6,2.38,0.034,0,0.03,K,0.92,1.04,5180,0.698676,0.315,,-2.35,2.42,-1.11,0.22,,0
metals-rich,4.24,2.8,0.19,0.54,1.23,883.7,,,,0.8,8.12,0.079,0,0.08,G,1,0.9,5938,0.903516,-0.165,,-2.32,2.48,-0.93,0.22,,0
metals-rich,4.57,2.87,0.19,0.56,1.26,724.1,,,,0.9,14.13,0.119,0,0.12,G,0.96,0.95,5812,0.923931,0.012,,-2.23,2.5,-0.82,0.22,,0
metals-rich,4.45,2.84,0.19,0.55,1.25,728.1,,,,0.9,19.31,0.14,0,0.14,G,0.89,1.09,5918,1.307503,-0.219,,-2.24,2.49,-0.83,0.22,,0
metals-rich,5.66,3.07,0.2,0.6,1.36,660.8,,,,1.1,19.25,0.144,0,0.14,G,1.01,0.96,5804,0.9383,0.134,,-2.18,2.56,-0.71,0.23,,0
metals-rich,3.82,2.71,0.19,0.52,1.19,968.6,,,,0.7,6.63,0.071,0,0.07,G,1.09,0.98,5913,1.053352,-0.001,,-2.35,2.45,-0.99,0.22,,0
no-atmosphere,3.52,2.64,0.19,0.5,1.15,950,,,,0.7,6.89,0.07,0,0.07,G,0.97,1.03,5617,0.947506,-0.052,,-2.32,2.43,-1.01,0.22,,0
no-atmosphere,1.21,2.8,0.06,0.15,0.66,770.5,,,,0.1,13.08,0.1,0,0.1,G,0.78,1.03,5445,0.836673,0.158,,-2.24,5.05,-1.27,0.15,,0
metals-rich,3.47,2.63,0.19,0.5,1.15,880,,,,0.7,6.94,0.069,0,0.07,G,1.29,0.9,5526,0.67767,0.487,,-2.3,2.43,-0.98,0.22,,0
metals-rich,5.28,3,0.2,0.59,1.33,679.5,,,,1,44.43,0.257,0,0.26,G,1.1,1.74,5923,3.343146,-0.106,,-2.2,2.54,-0.75,0.23,,0
